Year,LocationAbbr,LocationDesc,GeographicLevel,DataSource,Class,Topic,Data_Value,Data_Value_Unit,Data_Value_Type,Data_Value_Footnote_Symbol,Data_Value_Footnote,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,TopicID,LocationID,Location 1
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,12,"(28.6588, -82.497)"
2014,IN,Indiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,18,"(39.9128, -86.2757)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,8,"(38.997, -105.549)"
2014,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,1,"(32.7949, -86.8267)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,193.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,22,"(31.0964, -92.0302)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,194.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,22,"(31.0964, -92.0302)"
2014,NH,New Hampshire,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,194.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,33,"(43.6834, -71.5794)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,195,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,29,"(38.3641, -92.4798)"
2014,WY,Wyoming,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,195.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,56,"(42.9984, -107.552)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,195.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,9,"(41.6179, -72.7254)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,196.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,8,"(38.997, -105.549)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,196.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,36,"(42.9465, -75.512)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,196.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,41,"(43.9313, -120.554)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,8,"(38.997, -105.549)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,35,"(34.4228, -106.102)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,197.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,55,"(44.6333, -90.0068)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,198.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,8,"(38.997, -105.549)"
2014,AL,Alabama,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,198.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,1,"(32.7949, -86.8267)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,199.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,44,"(41.682, -71.5617)"
2014,TN,Tennessee,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,200.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,47,"(35.8465, -86.3351)"
2014,TX,Texas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,200.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,48,"(31.4906, -99.3517)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,201.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,44,"(41.682, -71.5617)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,203.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,17,"(40.0644, -89.2034)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,203.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,40,"(35.5848, -97.5098)"
2014,HI,Hawaii,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,203.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,15,"(20.2408, -156.326)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,203.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,41,"(43.9313, -120.554)"
2014,TN,Tennessee,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,47,"(35.8465, -86.3351)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,2,"(64.3173, -152.571)"
2014,NJ,New Jersey,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,34,"(40.1987, -74.6768)"
2014,MS,Mississippi,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,28,"(32.7577, -89.6646)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,36,"(42.9465, -75.512)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,204.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,53,"(47.378, -120.428)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,206.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,53,"(47.378, -120.428)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,206.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,25,"(42.2573, -71.8024)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,207.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,2,"(64.3173, -152.571)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,207.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,17,"(40.0644, -89.2034)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,4,"(34.2921, -111.664)"
2014,WY,Wyoming,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,56,"(42.9984, -107.552)"
2014,OR,Oregon,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,41,"(43.9313, -120.554)"
2014,TX,Texas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,208.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,48,"(31.4906, -99.3517)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,210.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,25,"(42.2573, -71.8024)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,211.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,49,"(39.3231, -111.676)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,212.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,53,"(47.378, -120.428)"
2014,LA,Louisiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,213.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,22,"(31.0964, -92.0302)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,213.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,36,"(42.9465, -75.512)"
2014,IA,Iowa,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,213.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,19,"(42.076, -93.5022)"
2014,MT,Montana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,214.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,30,"(47.0332, -109.653)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,214.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,4,"(34.2921, -111.664)"
2014,CO,Colorado,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,8,"(38.997, -105.549)"
2014,OH,Ohio,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,39,"(40.2882, -82.7866)"
2014,KY,Kentucky,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,21,"(37.5266, -85.29)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,215.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,27,"(46.3159, -94.3068)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,216.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,49,"(39.3231, -111.676)"
2014,IN,Indiana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,216.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,18,"(39.9128, -86.2757)"
2014,SD,South Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,216.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,46,"(44.4332, -100.236)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,217.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,35,"(34.4228, -106.102)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,217.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,American Indian and Alaskan Native,T2,25,"(42.2573, -71.8024)"
2014,WA,Washington,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,217.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Black,T2,53,"(47.378, -120.428)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,25,"(42.2573, -71.8024)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,55,"(44.6333, -90.0068)"
2014,ND,North Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,218.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,38,"(47.4471, -100.47)"
2014,SD,South Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,46,"(44.4332, -100.236)"
2014,AK,Alaska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,2,"(64.3173, -152.571)"
2014,AZ,Arizona,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,219.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,4,"(34.2921, -111.664)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,220.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,32,"(39.352, -116.65)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,220.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,40,"(35.5848, -97.5098)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,221.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,6,"(37.2414, -119.601)"
2014,MI,Michigan,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,221.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Hispanic,T2,26,"(44.3371, -85.4387)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,221.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,40,"(35.5848, -97.5098)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,222.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,6,"(37.2414, -119.601)"
2014,ND,North Dakota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,222.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,38,"(47.4471, -100.47)"
2014,CA,California,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,223.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,6,"(37.2414, -119.601)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,223.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,29,"(38.3641, -92.4798)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,224,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,12,"(28.6588, -82.497)"
2014,MT,Montana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,224.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,30,"(47.0332, -109.653)"
2014,NV,Nevada,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,224.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,32,"(39.352, -116.65)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,225.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,31,"(41.5228, -99.8085)"
2014,DC,District of Columbia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,225.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,11,"(38.9005, -77.0159)"
2014,IL,Illinois,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,225.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,17,"(40.0644, -89.2034)"
2014,FL,Florida,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,226.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,12,"(28.6588, -82.497)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,226.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,9,"(41.6179, -72.7254)"
2014,NE,Nebraska,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,226.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,31,"(41.5228, -99.8085)"
2014,PA,Pennsylvania,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,227.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,42,"(40.8749, -77.8022)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,228,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,all,T2,27,"(46.3159, -94.3068)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,228.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,9,"(41.6179, -72.7254)"
2014,MN,Minnesota,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,228.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,White,T2,27,"(46.3159, -94.3068)"
2014,MT,Montana,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,228.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,30,"(47.0332, -109.653)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,229.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,49,"(39.3231, -111.676)"
2014,WY,Wyoming,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,229.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Hispanic,T2,56,"(42.9984, -107.552)"
2014,NH,New Hampshire,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,230,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,33,"(43.6834, -71.5794)"
2014,OK,Oklahoma,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,230,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,Asian and Pacific Islander,T2,40,"(35.5848, -97.5098)"
2014,UT,Utah,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,230.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,49,"(39.3231, -111.676)"
2014,MO,Missouri,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,231.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,American Indian and Alaskan Native,T2,29,"(38.3641, -92.4798)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,232.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,55,"(44.6333, -90.0068)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,232.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,23,"(45.3889, -69.2349)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,233.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,16,"(44.3858, -114.661)"
2014,NH,New Hampshire,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,233.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,33,"(43.6834, -71.5794)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,233.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,35,"(34.4228, -106.102)"
2014,VT,Vermont,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,234.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,50,"(44.0733, -72.661)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,235,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,16,"(44.3858, -114.661)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,235.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,23,"(45.3889, -69.2349)"
2014,VT,Vermont,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,236.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,50,"(44.0733, -72.661)"
2014,WI,Wisconsin,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,236.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,55,"(44.6333, -90.0068)"
2014,WY,Wyoming,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,236.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,56,"(42.9984, -107.552)"
2014,MS,Mississippi,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,236.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,28,"(32.7577, -89.6646)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,237.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,20,"(38.4828, -98.384)"
2014,AR,Arkansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,238.1,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Asian and Pacific Islander,T2,5,"(34.8982, -92.434)"
2014,RI,Rhode Island,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,238.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,44,"(41.682, -71.5617)"
2014,NY,New York,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,238.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Asian and Pacific Islander,T2,36,"(42.9465, -75.512)"
2014,KS,Kansas,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,238.7,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,20,"(38.4828, -98.384)"
2014,ID,Idaho,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,238.8,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,16,"(44.3858, -114.661)"
2014,ME,Maine,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,239.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Black,T2,23,"(45.3889, -69.2349)"
2014,OH,Ohio,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,239.5,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,39,"(40.2882, -82.7866)"
2014,VA,Virginia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,239.9,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,51,"(37.5188, -78.8507)"
2014,NM,New Mexico,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,240.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,American Indian and Alaskan Native,T2,35,"(34.4228, -106.102)"
2014,NC,North Carolina,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.2,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,White,T2,37,"(35.5475, -79.4019)"
2014,MA,Massachusetts,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.3,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,all,Race/Ethnicity,Black,T2,25,"(42.2573, -71.8024)"
2014,CT,Connecticut,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.4,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,male,Race/Ethnicity,Hispanic,T2,9,"(41.6179, -72.7254)"
2014,VA,Virginia,State,NVSS,Cardiovascular Diseases,Heart Disease Mortality,241.6,"per 100,000 population","Age-adjusted, 3-year Average Rate",,,Gender,female,Race/Ethnicity,all,T2,51,"(37.5188, -78.8507)"
